index;text;aspect;sentiment
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;pictures;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;lenses;Sentiment.neutral
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;-a2;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;picture;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;cameras;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;camera;Sentiment.neutral
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;life;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;construction;Sentiment.positive
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;colors;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;photos;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;controls;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;people;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;color;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;button;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;manual;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;flash;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;conclusion;Sentiment.negative
14084;I bought this camera because it was $240 and who can pass up this kind of camera for $240? It will work as a second camera to my XT-1, enabling me to use two lenses at once (especially important because I use primes). I haven't used it much yet but I have a couple observations right off the bat: 1) The construction looks incredibly cheap. Like, this is not a camera you would want to drop onto a hard floor. 2) The body design is rather thick, so it doesn't work as a mini-camera as well as some of the alternatives out the;blurs;Sentiment.negative
14085;Best low light camera I`ve ever owned.;focus;Sentiment.positive
14085;Best low light camera I`ve ever owned.;lcd;Sentiment.positive
14086;Like many people, I knew that I wanted to step up from a point and shoot (hadn't decided at that point how best to replace my SLR), but wasn't sure what to get. In the old days, I had an SLR and knew I didn't want to go that route again (too heavy, too costly as you need more lenses, too bulky, etc. etc.) But the sensors in dSLRs are larger and the image quality is so much better than digital compacts as a result. But image quality wasn't worth it to me to have changeable lenses, and heavy bulky equipment again. I'm jus;sharpness;Sentiment.negative
14086;Like many people, I knew that I wanted to step up from a point and shoot (hadn't decided at that point how best to replace my SLR), but wasn't sure what to get. In the old days, I had an SLR and knew I didn't want to go that route again (too heavy, too costly as you need more lenses, too bulky, etc. etc.) But the sensors in dSLRs are larger and the image quality is so much better than digital compacts as a result. But image quality wasn't worth it to me to have changeable lenses, and heavy bulky equipment again. I'm jus;reduction;Sentiment.negative
